"","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd"
"872",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop","2015-03-08",67,2015,116.48
"873",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First tepal drop","2015-04-26",116,2015,321.13
"874",81,"A6•","M. amoena","2001-0559.02","First tepal drop","2015-03-08",67,2015,116.48
"875",82,"B7•","M. maudiae","2002-0460.01","First tepal drop","2015-04-15",105,2015,269.95
"876",83,"E8•","M. conifera","1998-0507.02","First tepal drop","2015-06-21",172,2015,NA
"877",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop","2015-04-26",116,2015,321.13
"878",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop","2015-03-22",81,2015,171.61
"879",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Last tepal drop","2015-03-29",88,2015,211.36
"880",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Last tepal drop","2015-03-15",74,2015,143.67
"881",14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop","2015-04-11",101,2015,259.51
"882",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop","2015-04-22",112,2015,306.54
"883",20,"C9•","M. stellata","1972-0218.01","Last tepal drop","2015-05-06",126,2015,387.22
"884",22,"DB•","M. sprengeri","1980-0041.01","Last tepal drop","2015-05-06",126,2015,387.22
"885",27,"H3•","M. campbellii","1982-0939.06","Last tepal drop","2015-03-29",88,2015,211.36
"886",28,"H3•","M. campbellii","1983-0456.01","Last tepal drop","2015-04-01",91,2015,227.21
"887",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Last tepal drop","2015-04-01",91,2015,227.21
"888",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Last tepal drop","2015-05-03",123,2015,367.57
"889",38,"D2•","M. sargentiana","1982-1437.04","Last tepal drop","2015-03-29",88,2015,211.36
"890",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Last tepal drop","2015-04-15",105,2015,269.95
"891",44,"D6•","M. campbellii","1974-1054.01","Last tepal drop","2015-04-08",98,2015,246.16
"892",50,"D5•","M. campbellii","1978-0361.01","Last tepal drop","2015-04-05",95,2015,236.71
"893",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Last tepal drop","2015-04-28",118,2015,337.28
"894",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Last tepal drop","2015-04-19",109,2015,287.89
"895",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Last tepal drop","2015-04-29",119,2015,343.13
"896",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Last tepal drop","2015-03-29",88,2015,211.36
"897",67,"E7•","M. campbellii","1979-0244.01","Last tepal drop","2015-03-29",88,2015,211.36
"898",71,"BC•","M. zenii","1986-0146.01","Last tepal drop","2015-03-29",88,2015,211.36
"899",73,"A2•","M. cylindrica","1982-0947.01","Last tepal drop","2015-05-10",130,2015,422.42
"900",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Last tepal drop","2015-04-19",109,2015,287.89
"901",76,"G6•","M. cylindrica","1992-0484.02","Last tepal drop","2015-04-26",116,2015,321.13
"902",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Last tepal drop","2015-04-15",105,2015,269.95
"903",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Last tepal drop","2015-04-26",116,2015,321.13
"904",81,"A6•","M. amoena","2001-0559.02","Last tepal drop","2015-04-05",95,2015,236.71
"905",82,"B7•","M. maudiae","2002-0460.01","Last tepal drop","2015-05-10",130,2015,422.42
"906",83,"E8•","M. conifera","1998-0507.02","Last tepal drop","2015-07-15",196,2015,NA
"907",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First green seen","2015-03-18",77,2015,151.91
"908",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First green seen","2015-03-11",70,2015,123.02
"909",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First green seen","2015-03-25",84,2015,183.16
"910",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First green seen","2015-03-29",88,2015,211.36
"911",14,"C7•","M. sargentiana","1988-0065.01","First green seen","2015-03-15",74,2015,143.67
"912",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First green seen","2015-03-18",77,2015,151.91
"913",20,"C9•","M. stellata","1972-0218.01","First green seen","2015-03-18",77,2015,151.91
"914",22,"DB•","M. sprengeri","1980-0041.01","First green seen","2015-03-18",77,2015,151.91
"915",27,"H3•","M. campbellii","1982-0939.06","First green seen","2015-03-18",77,2015,151.91
"916",28,"H3•","M. campbellii","1983-0456.01","First green seen","2015-03-18",77,2015,151.91
"917",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First green seen","2015-03-18",77,2015,151.91
"918",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First green seen","2015-04-22",112,2015,306.54
"919",38,"D2•","M. sargentiana","1982-1437.04","First green seen","2015-03-18",77,2015,151.91
"920",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First green seen","2015-03-08",67,2015,116.48
"921",44,"D6•","M. campbellii","1974-1054.01","First green seen","2015-03-18",77,2015,151.91
"922",50,"D5•","M. campbellii","1978-0361.01","First green seen","2015-03-18",77,2015,151.91
"923",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First green seen","2015-03-18",77,2015,151.91
"924",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First green seen","2015-03-18",77,2015,151.91
"925",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First green seen","2015-03-18",77,2015,151.91
"926",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First green seen","2015-03-25",84,2015,183.16
"927",67,"E7•","M. campbellii","1979-0244.01","First green seen","2015-03-25",84,2015,183.16
"928",71,"BC•","M. zenii","1986-0146.01","First green seen","2015-03-18",77,2015,151.91
"929",73,"A2•","M. cylindrica","1982-0947.01","First green seen","2015-03-18",77,2015,151.91
"930",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First green seen","2015-03-18",77,2015,151.91
"931",76,"G6•","M. cylindrica","1992-0484.02","First green seen","2015-03-22",81,2015,171.61
"932",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First green seen","2015-03-08",67,2015,116.48
"933",81,"A6•","M. amoena","2001-0559.02","First green seen","2015-03-18",77,2015,151.91
"934",83,"E8•","M. conifera","1998-0507.02","First green seen","2015-03-11",70,2015,123.02
"935",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First bud colour","2016-03-06",66,2016,130.35
"936",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour","2016-02-28",59,2016,97.4
"937",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour","2016-03-02",62,2016,108
"938",14,"C7•","M. sargentiana","1988-0065.01","First bud colour","2016-03-02",62,2016,108
"939",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour","2016-03-13",73,2016,149.04
"940",20,"C9•","M. stellata","1972-0218.01","First bud colour","2016-03-13",73,2016,149.04
"941",22,"DB•","M. sprengeri","1980-0041.01","First bud colour","2016-03-13",73,2016,149.04
"942",27,"H3•","M. campbellii","1982-0939.06","First bud colour","2016-02-28",59,2016,97.4
"943",28,"H3•","M. campbellii","1983-0456.01","First bud colour","2016-03-06",66,2016,130.35
"944",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour","2016-03-06",66,2016,130.35
"945",38,"D2•","M. sargentiana","1982-1437.04","First bud colour","2016-02-28",59,2016,97.4
"946",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour","2016-03-06",66,2016,130.35
"947",44,"D6•","M. campbellii","1974-1054.01","First bud colour","2016-03-02",62,2016,108
"948",50,"D5•","M. campbellii","1978-0361.01","First bud colour","2016-03-06",66,2016,130.35
"949",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First bud colour","2016-03-13",73,2016,149.04
"950",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First bud colour","2016-03-06",66,2016,130.35
"951",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First bud colour","2016-03-06",66,2016,130.35
"952",67,"E7•","M. campbellii","1979-0244.01","First bud colour","2016-03-06",66,2016,130.35
"953",71,"BC•","M. zenii","1986-0146.01","First bud colour","2016-03-02",62,2016,108
"954",73,"A2•","M. cylindrica","1982-0947.01","First bud colour","2016-03-09",69,2016,138.6
"955",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First bud colour","2016-03-13",73,2016,149.04
"956",76,"G6•","M. cylindrica","1992-0484.02","First bud colour","2016-03-16",76,2016,152.23
"957",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First bud colour","2016-03-02",62,2016,108
"958",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First bud colour","2016-03-30",90,2016,198.01
"959",82,"B7•","M. maudiae","2002-0460.01","First bud colour","2016-03-06",66,2016,130.35
"960",83,"E8•","M. conifera","1998-0507.02","First bud colour","2016-04-06",97,2016,242.96
"961",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First flower fully open","2016-03-16",76,2016,152.23
"962",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First flower fully open","2016-03-02",62,2016,108
"963",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First flower fully open","2016-03-06",66,2016,130.35
"964",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First flower fully open","2016-03-06",66,2016,130.35
"965",14,"C7•","M. sargentiana","1988-0065.01","First flower fully open","2016-03-09",69,2016,138.6
"966",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First flower fully open","2016-03-16",76,2016,152.23
"967",20,"C9•","M. stellata","1972-0218.01","First flower fully open","2016-03-23",83,2016,176.32
"968",22,"DB•","M. sprengeri","1980-0041.01","First flower fully open","2016-03-16",76,2016,152.23
"969",27,"H3•","M. campbellii","1982-0939.06","First flower fully open","2016-03-02",62,2016,108
"970",28,"H3•","M. campbellii","1983-0456.01","First flower fully open","2016-03-13",73,2016,149.04
"971",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First flower fully open","2016-03-06",66,2016,130.35
"972",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First flower fully open","2016-03-16",76,2016,152.23
"973",38,"D2•","M. sargentiana","1982-1437.04","First flower fully open","2016-03-02",62,2016,108
"974",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First flower fully open","2016-03-10",70,2016,142.6
"975",44,"D6•","M. campbellii","1974-1054.01","First flower fully open","2016-03-06",66,2016,130.35
"976",50,"D5•","M. campbellii","1978-0361.01","First flower fully open","2016-03-13",73,2016,149.04
"977",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open","2016-03-23",83,2016,176.32
"978",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open","2016-03-06",66,2016,130.35
"979",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open","2016-03-16",76,2016,152.23
"980",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open","2016-03-13",73,2016,149.04
"981",67,"E7•","M. campbellii","1979-0244.01","First flower fully open","2016-03-13",73,2016,149.04
"982",71,"BC•","M. zenii","1986-0146.01","First flower fully open","2016-03-06",66,2016,130.35
"983",73,"A2•","M. cylindrica","1982-0947.01","First flower fully open","2016-03-20",80,2016,161.63
"984",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First flower fully open","2016-03-30",90,2016,198.01
"985",76,"G6•","M. cylindrica","1992-0484.02","First flower fully open","2016-03-30",90,2016,198.01
"986",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open","2016-03-02",62,2016,108
"987",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First flower fully open","2016-04-03",94,2016,224.06
"988",82,"B7•","M. maudiae","2002-0460.01","First flower fully open","2016-03-23",83,2016,176.32
"989",83,"E8•","M. conifera","1998-0507.02","First flower fully open","2016-06-15",167,2016,NA
"990",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom","2016-03-23",83,2016,176.32
"991",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom","2016-03-13",73,2016,149.04
"992",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Peak bloom","2016-03-13",73,2016,149.04
"993",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom","2016-03-20",80,2016,161.63
"994",14,"C7•","M. sargentiana","1988-0065.01","Peak bloom","2016-03-16",76,2016,152.23
"995",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Peak bloom","2016-03-26",86,2016,185.37
"996",20,"C9•","M. stellata","1972-0218.01","Peak bloom","2016-04-03",94,2016,224.06
"997",22,"DB•","M. sprengeri","1980-0041.01","Peak bloom","2016-03-26",86,2016,185.37
"998",27,"H3•","M. campbellii","1982-0939.06","Peak bloom","2016-03-16",76,2016,152.23
"999",28,"H3•","M. campbellii","1983-0456.01","Peak bloom","2016-03-20",80,2016,161.63
"1000",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Peak bloom","2016-03-26",86,2016,185.37
"1001",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom","2016-03-26",86,2016,185.37
"1002",38,"D2•","M. sargentiana","1982-1437.04","Peak bloom","2016-03-13",73,2016,149.04
"1003",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom","2016-03-26",86,2016,185.37
"1004",44,"D6•","M. campbellii","1974-1054.01","Peak bloom","2016-03-26",86,2016,185.37
"1005",50,"D5•","M. campbellii","1978-0361.01","Peak bloom","2016-03-20",80,2016,161.63
"1006",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Peak bloom","2016-03-30",90,2016,198.01
"1007",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Peak bloom","2016-03-16",76,2016,152.23
"1008",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Peak bloom","2016-03-23",83,2016,176.32
"1009",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Peak bloom","2016-03-20",80,2016,161.63
"1010",67,"E7•","M. campbellii","1979-0244.01","Peak bloom","2016-03-26",86,2016,185.37
"1011",71,"BC•","M. zenii","1986-0146.01","Peak bloom","2016-03-13",73,2016,149.04
"1012",73,"A2•","M. cylindrica","1982-0947.01","Peak bloom","2016-03-26",86,2016,185.37
"1013",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Peak bloom","2016-04-03",94,2016,224.06
"1014",76,"G6•","M. cylindrica","1992-0484.02","Peak bloom","2016-03-30",90,2016,198.01
"1015",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Peak bloom","2016-03-13",73,2016,149.04
"1016",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Peak bloom","2016-04-03",94,2016,224.06
"1017",82,"B7•","M. maudiae","2002-0460.01","Peak bloom","2016-03-30",90,2016,198.01
"1018",83,"E8•","M. conifera","1998-0507.02","Peak bloom","2016-06-15",167,2016,NA
"1019",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First tepal drop","2016-03-23",83,2016,176.32
"1020",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First tepal drop","2016-03-06",66,2016,130.35
"1021",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First tepal drop","2016-03-13",73,2016,149.04
"1022",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First tepal drop","2016-03-09",69,2016,138.6
"1023",14,"C7•","M. sargentiana","1988-0065.01","First tepal drop","2016-03-13",73,2016,149.04
"1024",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First tepal drop","2016-03-26",86,2016,185.37
"1025",20,"C9•","M. stellata","1972-0218.01","First tepal drop","2016-04-03",94,2016,224.06
"1026",22,"DB•","M. sprengeri","1980-0041.01","First tepal drop","2016-03-16",76,2016,152.23
"1027",27,"H3•","M. campbellii","1982-0939.06","First tepal drop","2016-03-13",73,2016,149.04
"1028",28,"H3•","M. campbellii","1983-0456.01","First tepal drop","2016-03-16",76,2016,152.23
"1029",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First tepal drop","2016-03-06",66,2016,130.35
"1030",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First tepal drop","2016-03-26",86,2016,185.37
"1031",38,"D2•","M. sargentiana","1982-1437.04","First tepal drop","2016-03-09",69,2016,138.6
"1032",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First tepal drop","2016-03-29",89,2016,193.82
"1033",44,"D6•","M. campbellii","1974-1054.01","First tepal drop","2016-03-13",73,2016,149.04
"1034",50,"D5•","M. campbellii","1978-0361.01","First tepal drop","2016-03-20",80,2016,161.63
"1035",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First tepal drop","2016-03-30",90,2016,198.01
"1036",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First tepal drop","2016-03-20",80,2016,161.63
"1037",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First tepal drop","2016-03-26",86,2016,185.37
"1038",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First tepal drop","2016-03-20",80,2016,161.63
"1039",67,"E7•","M. campbellii","1979-0244.01","First tepal drop","2016-03-13",73,2016,149.04
"1040",71,"BC•","M. zenii","1986-0146.01","First tepal drop","2016-03-06",66,2016,130.35
"1041",73,"A2•","M. cylindrica","1982-0947.01","First tepal drop","2016-03-30",90,2016,198.01
"1042",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First tepal drop","2016-04-05",96,2016,234.91
"1043",76,"G6•","M. cylindrica","1992-0484.02","First tepal drop","2016-04-05",96,2016,234.91
"1044",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop","2016-03-06",66,2016,130.35
"1045",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First tepal drop","2016-04-17",108,2016,305.2
"1046",82,"B7•","M. maudiae","2002-0460.01","First tepal drop","2016-04-10",101,2016,267.96
"1047",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop","2016-04-24",115,2016,366.54
"1048",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop","2016-04-03",94,2016,224.06
"1049",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Last tepal drop","2016-04-10",101,2016,267.96
"1050",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Last tepal drop","2016-04-10",101,2016,267.96
"1051",14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop","2016-04-24",115,2016,366.54
"1052",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop","2016-04-20",111,2016,332.79
