"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"192",192,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom",2011-04-13,103,2011,145.87,"M. sargentiana","'Blood Moon'"
"193",193,14,"C7•","M. sargentiana","1988-0065.01","Peak bloom",2011-04-13,103,2011,145.87,"M. sargentiana","botanical species"
"194",194,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Peak bloom",2011-04-17,107,2011,149.27,"M. dawsoniana","'Chyverton Red'"
"195",195,20,"C9•","M. stellata","1972-0218.01","Peak bloom",2011-04-24,114,2011,165.27,"M. stellata","botanical species"
"196",196,22,"DB•","M. sprengeri","1980-0041.01","Peak bloom",2011-04-17,107,2011,149.27,"M. sprengeri","botanical species"
"197",197,27,"H3•","M. campbellii","1982-0939.06","Peak bloom",2011-05-04,124,2011,204.19,"M. campbellii","botanical species"
"198",198,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom",2011-04-24,114,2011,165.27,"M. sprengeri","'Claret Cup'"
"199",199,38,"D2•","M. sargentiana","1982-1437.04","Peak bloom",2011-04-13,103,2011,145.87,"M. sargentiana","botanical species"
"200",200,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom",2011-04-20,110,2011,154.12,"M. denudata","'Forrest's Pink'"
"201",201,44,"D6•","M. campbellii","1974-1054.01","Peak bloom",2011-04-24,114,2011,165.27,"M. campbellii","botanical species"
"202",202,50,"D5•","M. campbellii","1978-0361.01","Peak bloom",2011-04-24,114,2011,165.27,"M. campbellii","botanical species"
"203",203,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Peak bloom",2011-04-24,114,2011,165.27,"M. sprengeri","'Wakehurst'"
"204",204,54,"F6•","M. 'Barbara Cook'","1981-0280.01","Peak bloom",2011-04-13,103,2011,145.87,"M. dawsoniana","'Barbara Cook'"
"205",205,58,"FA•","M. campbellii 'Landicla'","1982-0943.01","Peak bloom",2011-04-24,114,2011,165.27,"M. campbellii","'Landicla'"
"206",206,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Peak bloom",2011-04-17,107,2011,149.27,"M. dawsoniana","'Clarke'"
"207",207,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Peak bloom",2011-04-17,107,2011,149.27,"M. sargentiana","'Chyverton Dark'"
"208",208,67,"E7•","M. campbellii","1979-0244.01","Peak bloom",2011-04-24,114,2011,165.27,"M. campbellii","botanical species"
"209",209,71,"BC•","M. zenii","1986-0146.01","Peak bloom",2011-04-13,103,2011,145.87,"M. zenii","botanical species"
"210",210,73,"A2•","M. cylindrica","1982-0947.01","Peak bloom",2011-05-04,124,2011,204.19,"M. cylindrica","botanical species"
"211",211,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Peak bloom",2011-05-15,135,2011,264.93,"M. denudata","'Wada's Japanese Clone'"
"212",212,76,"G6•","M. cylindrica","1992-0484.02","Peak bloom",2011-05-15,135,2011,264.93,"M. cylindrica","botanical species"
"213",213,77,"F5•","M. campbellii","1982-0939.03","Peak bloom",2011-05-01,121,2011,191.4,"M. campbellii","botanical species"
"214",214,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Peak bloom",2011-03-30,89,2011,110.8,"M. sprengeri","'Eric Savill'"
"215",215,79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Peak bloom",2011-05-15,135,2011,264.93,"M. cavaleriei var. platypetala","botanical species"
"216",216,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First tepal drop",2011-04-20,110,2011,154.12,"M. sprengeri","'Diva'"
"217",217,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First tepal drop",2011-04-13,103,2011,145.87,"M. sargentiana","'Blood Moon'"
"218",218,14,"C7•","M. sargentiana","1988-0065.01","First tepal drop",2011-04-10,100,2011,138.37,"M. sargentiana","botanical species"
"219",219,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First tepal drop",2011-04-13,103,2011,145.87,"M. dawsoniana","'Chyverton Red'"
"220",220,20,"C9•","M. stellata","1972-0218.01","First tepal drop",2011-04-20,110,2011,154.12,"M. stellata","botanical species"
"221",221,22,"DB•","M. sprengeri","1980-0041.01","First tepal drop",2011-04-10,100,2011,138.37,"M. sprengeri","botanical species"
"222",222,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First tepal drop",2011-04-17,107,2011,149.27,"M. sprengeri","'Claret Cup'"
"223",223,38,"D2•","M. sargentiana","1982-1437.04","First tepal drop",2011-04-17,107,2011,149.27,"M. sargentiana","botanical species"
"224",224,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First tepal drop",2011-04-17,107,2011,149.27,"M. denudata","'Forrest's Pink'"
"225",225,44,"D6•","M. campbellii","1974-1054.01","First tepal drop",2011-05-04,124,2011,204.19,"M. campbellii","botanical species"
"226",226,50,"D5•","M. campbellii","1978-0361.01","First tepal drop",2011-04-24,114,2011,165.27,"M. campbellii","botanical species"
"227",227,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First tepal drop",2011-05-01,121,2011,191.4,"M. sprengeri","'Wakehurst'"
"228",228,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First tepal drop",2011-04-13,103,2011,145.87,"M. dawsoniana","'Barbara Cook'"
"229",229,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First tepal drop",2011-04-17,107,2011,149.27,"M. dawsoniana","'Clarke'"
"230",230,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First tepal drop",2011-04-17,107,2011,149.27,"M. sargentiana","'Chyverton Dark'"
"231",231,67,"E7•","M. campbellii","1979-0244.01","First tepal drop",2011-04-27,117,2011,175.96,"M. campbellii","botanical species"
"232",232,71,"BC•","M. zenii","1986-0146.01","First tepal drop",2011-04-13,103,2011,145.87,"M. zenii","botanical species"
"233",233,73,"A2•","M. cylindrica","1982-0947.01","First tepal drop",2011-05-01,121,2011,191.4,"M. cylindrica","botanical species"
"234",234,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First tepal drop",2011-05-08,128,2011,223.69,"M. denudata","'Wada's Japanese Clone'"
"235",235,76,"G6•","M. cylindrica","1992-0484.02","First tepal drop",2011-05-08,128,2011,223.69,"M. cylindrica","botanical species"
"236",236,77,"F5•","M. campbellii","1982-0939.03","First tepal drop",2011-05-01,121,2011,191.4,"M. campbellii","botanical species"
"237",237,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop",2011-04-03,93,2011,124.4,"M. sprengeri","'Eric Savill'"
"238",238,79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First tepal drop",2011-05-22,142,2011,310.63,"M. cavaleriei var. platypetala","botanical species"
"239",239,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop",2011-05-30,150,2011,369.76,"M. sprengeri","'Diva'"
"240",240,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop",2011-05-08,128,2011,223.69,"M. sargentiana","'Blood Moon'"
"241",241,14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop",2011-05-15,135,2011,264.93,"M. sargentiana","botanical species"
"242",242,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop",2011-05-30,150,2011,369.76,"M. dawsoniana","'Chyverton Red'"
"243",243,22,"DB•","M. sprengeri","1980-0041.01","Last tepal drop",2011-05-18,138,2011,280.68,"M. sprengeri","botanical species"
"244",244,27,"H3•","M. campbellii","1982-0939.06","Last tepal drop",2011-05-15,135,2011,264.93,"M. campbellii","botanical species"
"245",245,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Last tepal drop",2011-05-30,150,2011,369.76,"M. sprengeri","'Claret Cup'"
"246",246,44,"D6•","M. campbellii","1974-1054.01","Last tepal drop",2011-05-04,124,2011,204.19,"M. campbellii","botanical species"
"247",247,50,"D5•","M. campbellii","1978-0361.01","Last tepal drop",2011-05-15,135,2011,264.93,"M. campbellii","botanical species"
"248",248,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Last tepal drop",2011-05-01,121,2011,191.4,"M. sprengeri","'Wakehurst'"
"249",249,54,"F6•","M. 'Barbara Cook'","1981-0280.01","Last tepal drop",2011-05-08,128,2011,223.69,"M. dawsoniana","'Barbara Cook'"
"250",250,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Last tepal drop",2011-05-25,145,2011,331.77,"M. dawsoniana","'Clarke'"
"251",251,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Last tepal drop",2011-05-08,128,2011,223.69,"M. sargentiana","'Chyverton Dark'"
"252",252,67,"E7•","M. campbellii","1979-0244.01","Last tepal drop",2011-05-15,135,2011,264.93,"M. campbellii","botanical species"
"253",253,71,"BC•","M. zenii","1986-0146.01","Last tepal drop",2011-05-08,128,2011,223.69,"M. zenii","botanical species"
"254",254,73,"A2•","M. cylindrica","1982-0947.01","Last tepal drop",2011-06-08,159,2011,NA,"M. cylindrica","botanical species"
"255",255,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Last tepal drop",2011-05-30,150,2011,369.76,"M. denudata","'Wada's Japanese Clone'"
"256",256,76,"G6•","M. cylindrica","1992-0484.02","Last tepal drop",2011-05-30,150,2011,369.76,"M. cylindrica","botanical species"
"257",257,77,"F5•","M. campbellii","1982-0939.03","Last tepal drop",2011-05-18,138,2011,280.68,"M. campbellii","botanical species"
"258",258,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Last tepal drop",2011-05-08,128,2011,223.69,"M. sprengeri","'Eric Savill'"
"259",259,79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Last tepal drop",2011-06-12,163,2011,NA,"M. cavaleriei var. platypetala","botanical species"
"260",260,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First bud colour",2012-04-08,99,2012,92.62,"M. sprengeri","'Diva'"
"261",261,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour",2012-03-21,81,2012,61.93,"M. sargentiana","'Blood Moon'"
"262",262,6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour",2012-03-28,88,2012,75.02,"M. campbellii","'Borde Hill'"
"263",263,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First bud colour",2012-03-28,88,2012,75.02,"M. campbellii","'Lanarth'"
"264",264,14,"C7•","M. sargentiana","1988-0065.01","First bud colour",2012-03-25,85,2012,63.93,"M. sargentiana","botanical species"
"265",265,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour",2012-04-04,95,2012,86.52,"M. dawsoniana","'Chyverton Red'"
"266",266,20,"C9•","M. stellata","1972-0218.01","First bud colour",2012-04-15,106,2012,130.07,"M. stellata","botanical species"
"267",267,22,"DB•","M. sprengeri","1980-0041.01","First bud colour",2012-03-21,81,2012,61.93,"M. sprengeri","botanical species"
"268",268,27,"H3•","M. campbellii","1982-0939.06","First bud colour",2012-03-21,81,2012,61.93,"M. campbellii","botanical species"
"269",269,28,"H3•","M. campbellii","1983-0456.01","First bud colour",2012-03-21,81,2012,61.93,"M. campbellii","botanical species"
"270",270,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour",2012-04-08,99,2012,92.62,"M. sprengeri","'Claret Cup'"
"271",271,38,"D2•","M. sargentiana","1982-1437.04","First bud colour",2012-03-17,77,2012,61.33,"M. sargentiana","botanical species"
"272",272,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour",2012-03-25,85,2012,63.93,"M. denudata","'Forrest's Pink'"
"273",273,44,"D6•","M. campbellii","1974-1054.01","First bud colour",2012-03-17,77,2012,61.33,"M. campbellii","botanical species"
"274",274,50,"D5•","M. campbellii","1978-0361.01","First bud colour",2012-04-01,92,2012,79.77,"M. campbellii","botanical species"
"275",275,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First bud colour",2012-04-11,102,2012,110.37,"M. sprengeri","'Wakehurst'"
"276",276,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First bud colour",2012-04-01,92,2012,79.77,"M. dawsoniana","'Barbara Cook'"
"277",277,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First bud colour",2012-04-08,99,2012,92.62,"M. dawsoniana","'Clarke'"
"278",278,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First bud colour",2012-04-08,99,2012,92.62,"M. sargentiana","'Chyverton Dark'"
"279",279,67,"E7•","M. campbellii","1979-0244.01","First bud colour",2012-03-28,88,2012,75.02,"M. campbellii","botanical species"
"280",280,71,"BC•","M. zenii","1986-0146.01","First bud colour",2012-03-17,77,2012,61.33,"M. zenii","botanical species"
"281",281,73,"A2•","M. cylindrica","1982-0947.01","First bud colour",2012-04-11,102,2012,110.37,"M. cylindrica","botanical species"
"282",282,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First bud colour",2012-04-11,102,2012,110.37,"M. denudata","'Wada's Japanese Clone'"
"283",283,76,"G6•","M. cylindrica","1992-0484.02","First bud colour",2012-04-22,113,2012,163.05,"M. cylindrica","botanical species"
"284",284,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First bud colour",2012-03-21,81,2012,61.93,"M. sprengeri","'Eric Savill'"
"285",285,79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First bud colour",2012-05-06,127,2012,244.14,"M. cavaleriei var. platypetala","botanical species"
"286",286,81,"A6•","M. amoena","2001-0559.02","First bud colour",2012-04-01,92,2012,79.77,"M. amoena","botanical species"
"287",287,82,"B7•","M. maudiae","2002-0460.01","First bud colour",2012-04-22,113,2012,163.05,"M. maudiae","botanical species"
"288",288,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First flower fully open",2012-04-11,102,2012,110.37,"M. sprengeri","'Diva'"
"289",289,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First flower fully open",2012-03-25,85,2012,63.93,"M. sargentiana","'Blood Moon'"
"290",290,6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First flower fully open",2012-03-28,88,2012,75.02,"M. campbellii","'Borde Hill'"
"291",291,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First flower fully open",2012-03-28,88,2012,75.02,"M. campbellii","'Lanarth'"
"292",292,14,"C7•","M. sargentiana","1988-0065.01","First flower fully open",2012-04-01,92,2012,79.77,"M. sargentiana","botanical species"
"293",293,16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First flower fully open",2012-04-15,106,2012,130.07,"M. dawsoniana","'Chyverton Red'"
"294",294,20,"C9•","M. stellata","1972-0218.01","First flower fully open",2012-04-22,113,2012,163.05,"M. stellata","botanical species"
"295",295,22,"DB•","M. sprengeri","1980-0041.01","First flower fully open",2012-04-08,99,2012,92.62,"M. sprengeri","botanical species"
"296",296,27,"H3•","M. campbellii","1982-0939.06","First flower fully open",2012-04-01,92,2012,79.77,"M. campbellii","botanical species"
"297",297,28,"H3•","M. campbellii","1983-0456.01","First flower fully open",2012-04-01,92,2012,79.77,"M. campbellii","botanical species"
"298",298,29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First flower fully open",2012-04-08,99,2012,92.62,"M. campbellii (Alba Group)","'Ethel Hillier'"
"299",299,34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First flower fully open",2012-04-15,106,2012,130.07,"M. sprengeri","'Claret Cup'"
"300",300,38,"D2•","M. sargentiana","1982-1437.04","First flower fully open",2012-03-25,85,2012,63.93,"M. sargentiana","botanical species"
"301",301,39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First flower fully open",2012-04-11,102,2012,110.37,"M. denudata","'Forrest's Pink'"
"302",302,44,"D6•","M. campbellii","1974-1054.01","First flower fully open",2012-04-04,95,2012,86.52,"M. campbellii","botanical species"
"303",303,50,"D5•","M. campbellii","1978-0361.01","First flower fully open",2012-04-08,99,2012,92.62,"M. campbellii","botanical species"
"304",304,53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open",2012-04-15,106,2012,130.07,"M. sprengeri","'Wakehurst'"
"305",305,54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open",2012-04-01,92,2012,79.77,"M. dawsoniana","'Barbara Cook'"
"306",306,63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open",2012-04-15,106,2012,130.07,"M. dawsoniana","'Clarke'"
"307",307,66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open",2012-04-15,106,2012,130.07,"M. sargentiana","'Chyverton Dark'"
"308",308,67,"E7•","M. campbellii","1979-0244.01","First flower fully open",2012-04-11,102,2012,110.37,"M. campbellii","botanical species"
"309",309,71,"BC•","M. zenii","1986-0146.01","First flower fully open",2012-04-11,102,2012,110.37,"M. zenii","botanical species"
"310",310,73,"A2•","M. cylindrica","1982-0947.01","First flower fully open",2012-04-15,106,2012,130.07,"M. cylindrica","botanical species"
"311",311,75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First flower fully open",2012-04-25,116,2012,184.49,"M. denudata","'Wada's Japanese Clone'"
"312",312,76,"G6•","M. cylindrica","1992-0484.02","First flower fully open",2012-04-25,116,2012,184.49,"M. cylindrica","botanical species"
"313",313,78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open",2012-03-25,85,2012,63.93,"M. sprengeri","'Eric Savill'"
"314",314,79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First flower fully open",2012-05-13,134,2012,292.59,"M. cavaleriei var. platypetala","botanical species"
"315",315,81,"A6•","M. amoena","2001-0559.02","First flower fully open",2012-04-04,95,2012,86.52,"M. amoena","botanical species"
"316",316,82,"B7•","M. maudiae","2002-0460.01","First flower fully open",2012-05-13,134,2012,292.59,"M. maudiae","botanical species"
"317",317,2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom",2012-04-15,106,2012,130.07,"M. sprengeri","'Diva'"
"318",318,3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom",2012-04-04,95,2012,86.52,"M. sargentiana","'Blood Moon'"
"319",319,6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Peak bloom",2012-04-04,95,2012,86.52,"M. campbellii","'Borde Hill'"
"320",320,7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom",2012-04-15,106,2012,130.07,"M. campbellii","'Lanarth'"
"321",321,14,"C7•","M. sargentiana","1988-0065.01","Peak bloom",2012-04-04,95,2012,86.52,"M. sargentiana","botanical species"
"322",322,20,"C9•","M. stellata","1972-0218.01","Peak bloom",2012-04-29,120,2012,209.04,"M. stellata","botanical species"
"323",323,22,"DB•","M. sprengeri","1980-0041.01","Peak bloom",2012-04-15,106,2012,130.07,"M. sprengeri","botanical species"
"324",324,27,"H3•","M. campbellii","1982-0939.06","Peak bloom",2012-04-11,102,2012,110.37,"M. campbellii","botanical species"
"325",325,28,"H3•","M. campbellii","1983-0456.01","Peak bloom",2012-04-11,102,2012,110.37,"M. campbellii","botanical species"
"326",326,29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Peak bloom",2012-04-15,106,2012,130.07,"M. campbellii (Alba Group)","'Ethel Hillier'"
