"","Ref. No.","Location","Name","Accession Number","event","value","DOY","year"
"976",50,"D5•","M. campbellii","1978-0361.01","First flower fully open",2016-03-13,73,2016
"977",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open",2016-03-23,83,2016
"978",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open",2016-03-06,66,2016
"979",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open",2016-03-16,76,2016
"980",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open",2016-03-13,73,2016
"981",67,"E7•","M. campbellii","1979-0244.01","First flower fully open",2016-03-13,73,2016
"982",71,"BC•","M. zenii","1986-0146.01","First flower fully open",2016-03-06,66,2016
"983",73,"A2•","M. cylindrica","1982-0947.01","First flower fully open",2016-03-20,80,2016
"984",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First flower fully open",2016-03-30,90,2016
"985",76,"G6•","M. cylindrica","1992-0484.02","First flower fully open",2016-03-30,90,2016
"986",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open",2016-03-02,62,2016
"987",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First flower fully open",2016-04-03,94,2016
"988",82,"B7•","M. maudiae","2002-0460.01","First flower fully open",2016-03-23,83,2016
"989",83,"E8•","M. conifera","1998-0507.02","First flower fully open",2016-06-15,167,2016
"990",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom",2016-03-23,83,2016
"991",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom",2016-03-13,73,2016
"992",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Peak bloom",2016-03-13,73,2016
"993",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom",2016-03-20,80,2016
"994",14,"C7•","M. sargentiana","1988-0065.01","Peak bloom",2016-03-16,76,2016
"995",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Peak bloom",2016-03-26,86,2016
"996",20,"C9•","M. stellata","1972-0218.01","Peak bloom",2016-04-03,94,2016
"997",22,"DB•","M. sprengeri","1980-0041.01","Peak bloom",2016-03-26,86,2016
"998",27,"H3•","M. campbellii","1982-0939.06","Peak bloom",2016-03-16,76,2016
"999",28,"H3•","M. campbellii","1983-0456.01","Peak bloom",2016-03-20,80,2016
"1000",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Peak bloom",2016-03-26,86,2016
"1001",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom",2016-03-26,86,2016
"1002",38,"D2•","M. sargentiana","1982-1437.04","Peak bloom",2016-03-13,73,2016
"1003",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom",2016-03-26,86,2016
"1004",44,"D6•","M. campbellii","1974-1054.01","Peak bloom",2016-03-26,86,2016
"1005",50,"D5•","M. campbellii","1978-0361.01","Peak bloom",2016-03-20,80,2016
"1006",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Peak bloom",2016-03-30,90,2016
"1007",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Peak bloom",2016-03-16,76,2016
"1008",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Peak bloom",2016-03-23,83,2016
"1009",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Peak bloom",2016-03-20,80,2016
"1010",67,"E7•","M. campbellii","1979-0244.01","Peak bloom",2016-03-26,86,2016
"1011",71,"BC•","M. zenii","1986-0146.01","Peak bloom",2016-03-13,73,2016
"1012",73,"A2•","M. cylindrica","1982-0947.01","Peak bloom",2016-03-26,86,2016
"1013",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Peak bloom",2016-04-03,94,2016
"1014",76,"G6•","M. cylindrica","1992-0484.02","Peak bloom",2016-03-30,90,2016
"1015",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Peak bloom",2016-03-13,73,2016
"1016",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Peak bloom",2016-04-03,94,2016
"1017",82,"B7•","M. maudiae","2002-0460.01","Peak bloom",2016-03-30,90,2016
"1018",83,"E8•","M. conifera","1998-0507.02","Peak bloom",2016-06-15,167,2016
"1019",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First tepal drop",2016-03-23,83,2016
"1020",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First tepal drop",2016-03-06,66,2016
"1021",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First tepal drop",2016-03-13,73,2016
"1022",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First tepal drop",2016-03-09,69,2016
"1023",14,"C7•","M. sargentiana","1988-0065.01","First tepal drop",2016-03-13,73,2016
"1024",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First tepal drop",2016-03-26,86,2016
"1025",20,"C9•","M. stellata","1972-0218.01","First tepal drop",2016-04-03,94,2016
"1026",22,"DB•","M. sprengeri","1980-0041.01","First tepal drop",2016-03-16,76,2016
"1027",27,"H3•","M. campbellii","1982-0939.06","First tepal drop",2016-03-13,73,2016
"1028",28,"H3•","M. campbellii","1983-0456.01","First tepal drop",2016-03-16,76,2016
"1029",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First tepal drop",2016-03-06,66,2016
"1030",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First tepal drop",2016-03-26,86,2016
"1031",38,"D2•","M. sargentiana","1982-1437.04","First tepal drop",2016-03-09,69,2016
"1032",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First tepal drop",2016-03-29,89,2016
"1033",44,"D6•","M. campbellii","1974-1054.01","First tepal drop",2016-03-13,73,2016
"1034",50,"D5•","M. campbellii","1978-0361.01","First tepal drop",2016-03-20,80,2016
"1035",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First tepal drop",2016-03-30,90,2016
"1036",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First tepal drop",2016-03-20,80,2016
"1037",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First tepal drop",2016-03-26,86,2016
"1038",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First tepal drop",2016-03-20,80,2016
"1039",67,"E7•","M. campbellii","1979-0244.01","First tepal drop",2016-03-13,73,2016
"1040",71,"BC•","M. zenii","1986-0146.01","First tepal drop",2016-03-06,66,2016
"1041",73,"A2•","M. cylindrica","1982-0947.01","First tepal drop",2016-03-30,90,2016
"1042",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First tepal drop",2016-04-05,96,2016
"1043",76,"G6•","M. cylindrica","1992-0484.02","First tepal drop",2016-04-05,96,2016
"1044",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First tepal drop",2016-03-06,66,2016
"1045",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First tepal drop",2016-04-17,108,2016
"1046",82,"B7•","M. maudiae","2002-0460.01","First tepal drop",2016-04-10,101,2016
"1047",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Last tepal drop",2016-04-24,115,2016
"1048",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Last tepal drop",2016-04-03,94,2016
"1049",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Last tepal drop",2016-04-10,101,2016
"1050",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Last tepal drop",2016-04-10,101,2016
"1051",14,"C7•","M. sargentiana","1988-0065.01","Last tepal drop",2016-04-24,115,2016
"1052",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Last tepal drop",2016-04-20,111,2016
"1053",20,"C9•","M. stellata","1972-0218.01","Last tepal drop",2016-05-08,129,2016
"1054",22,"DB•","M. sprengeri","1980-0041.01","Last tepal drop",2014-04-24,114,2014
"1055",27,"H3•","M. campbellii","1982-0939.06","Last tepal drop",2016-04-10,101,2016
"1056",28,"H3•","M. campbellii","1983-0456.01","Last tepal drop",2016-04-10,101,2016
"1057",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Last tepal drop",2016-04-10,101,2016
"1058",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Last tepal drop",2016-05-08,129,2016
"1059",38,"D2•","M. sargentiana","1982-1437.04","Last tepal drop",2016-04-10,101,2016
"1060",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Last tepal drop",2016-04-27,118,2016
"1061",44,"D6•","M. campbellii","1974-1054.01","Last tepal drop",2016-04-20,111,2016
"1062",50,"D5•","M. campbellii","1978-0361.01","Last tepal drop",2016-04-17,108,2016
"1063",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","Last tepal drop",2016-04-24,115,2016
"1064",54,"F6•","M. 'Barbara Cook'","1981-0280.01","Last tepal drop",2016-04-06,97,2016
"1065",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","Last tepal drop",2016-04-24,115,2016
"1066",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","Last tepal drop",2016-04-06,97,2016
"1067",67,"E7•","M. campbellii","1979-0244.01","Last tepal drop",2016-04-10,101,2016
"1068",71,"BC•","M. zenii","1986-0146.01","Last tepal drop",2016-04-06,97,2016
"1069",73,"A2•","M. cylindrica","1982-0947.01","Last tepal drop",2016-05-02,123,2016
"1070",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","Last tepal drop",2016-04-17,108,2016
"1071",76,"G6•","M. cylindrica","1992-0484.02","Last tepal drop",2016-04-24,115,2016
"1072",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","Last tepal drop",2016-04-20,111,2016
"1073",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","Last tepal drop",2016-03-02,62,2016
"1074",82,"B7•","M. maudiae","2002-0460.01","Last tepal drop",2016-05-02,123,2016
"1075",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First green seen",2016-03-26,86,2016
"1076",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First green seen",2016-03-26,86,2016
"1077",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First green seen",2016-04-03,94,2016
"1078",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First green seen",2016-04-03,94,2016
"1079",14,"C7•","M. sargentiana","1988-0065.01","First green seen",2016-03-26,86,2016
"1080",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First green seen",2016-03-26,86,2016
"1081",20,"C9•","M. stellata","1972-0218.01","First green seen",2016-03-13,73,2016
"1082",22,"DB•","M. sprengeri","1980-0041.01","First green seen",2016-03-26,86,2016
"1083",27,"H3•","M. campbellii","1982-0939.06","First green seen",2016-03-26,86,2016
"1084",28,"H3•","M. campbellii","1983-0456.01","First green seen",2016-03-30,90,2016
"1085",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First green seen",2016-03-30,90,2016
"1086",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First green seen",2016-03-26,86,2016
"1087",38,"D2•","M. sargentiana","1982-1437.04","First green seen",2016-03-26,86,2016
"1088",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First green seen",2016-03-26,86,2016
"1089",44,"D6•","M. campbellii","1974-1054.01","First green seen",2016-03-26,86,2016
"1090",50,"D5•","M. campbellii","1978-0361.01","First green seen",2016-03-26,86,2016
"1091",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First green seen",2016-03-26,86,2016
"1092",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First green seen",2016-03-26,86,2016
"1093",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First green seen",2016-03-26,86,2016
"1094",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First green seen",2016-03-26,86,2016
"1095",67,"E7•","M. campbellii","1979-0244.01","First green seen",2016-04-03,94,2016
"1096",71,"BC•","M. zenii","1986-0146.01","First green seen",2016-03-26,86,2016
"1097",73,"A2•","M. cylindrica","1982-0947.01","First green seen",2016-03-30,90,2016
"1098",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First green seen",2016-03-16,76,2016
"1099",76,"G6•","M. cylindrica","1992-0484.02","First green seen",2016-03-30,90,2016
"1100",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First green seen",2016-03-26,86,2016
"1101",83,"E8•","M. conifera","1998-0507.02","First green seen",2016-03-26,86,2016
"1102",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First bud colour",2017-03-26,85,2017
"1103",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First bud colour",2017-03-22,81,2017
"1104",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First bud colour",2017-03-22,81,2017
"1105",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First bud colour",2017-03-26,85,2017
"1106",14,"C7•","M. sargentiana","1988-0065.01","First bud colour",2017-03-29,88,2017
"1107",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First bud colour",2017-04-05,95,2017
"1108",20,"C9•","M. stellata","1972-0218.01","First bud colour",2017-04-05,95,2017
"1109",22,"DB•","M. sprengeri","1980-0041.01","First bud colour",2017-04-12,102,2017
"1110",27,"H3•","M. campbellii","1982-0939.06","First bud colour",2017-03-19,78,2017
"1111",28,"H3•","M. campbellii","1983-0456.01","First bud colour",2017-04-02,92,2017
"1112",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First bud colour",2017-03-26,85,2017
"1113",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First bud colour",2017-03-19,78,2017
"1114",38,"D2•","M. sargentiana","1982-1437.04","First bud colour",2017-03-22,81,2017
"1115",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First bud colour",2017-03-22,81,2017
"1116",44,"D6•","M. campbellii","1974-1054.01","First bud colour",2017-03-19,78,2017
"1117",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First bud colour",2017-04-05,95,2017
"1118",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First bud colour",2017-04-05,95,2017
"1119",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First bud colour",2017-04-02,92,2017
"1120",67,"E7•","M. campbellii","1979-0244.01","First bud colour",2017-04-05,95,2017
"1121",71,"BC•","M. zenii","1986-0146.01","First bud colour",2017-03-26,85,2017
"1122",73,"A2•","M. cylindrica","1982-0947.01","First bud colour",2017-04-05,95,2017
"1123",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First bud colour",2017-04-12,102,2017
"1124",76,"G6•","M. cylindrica","1992-0484.02","First bud colour",2017-04-28,118,2017
"1125",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First bud colour",2017-03-19,78,2017
"1126",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First bud colour",2017-04-26,116,2017
"1127",82,"B7•","M. maudiae","2002-0460.01","First bud colour",2017-04-26,116,2017
"1128",83,"E8•","M. conifera","1998-0507.02","First bud colour",2017-06-28,179,2017
"1129",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","First flower fully open",2017-04-01,91,2017
"1130",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","First flower fully open",2017-03-26,85,2017
"1131",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","First flower fully open",2017-03-22,81,2017
"1132",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","First flower fully open",2017-03-26,85,2017
"1133",14,"C7•","M. sargentiana","1988-0065.01","First flower fully open",2017-04-05,95,2017
"1134",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","First flower fully open",2017-04-09,99,2017
"1135",20,"C9•","M. stellata","1972-0218.01","First flower fully open",2017-04-12,102,2017
"1136",22,"DB•","M. sprengeri","1980-0041.01","First flower fully open",2017-04-09,99,2017
"1137",27,"H3•","M. campbellii","1982-0939.06","First flower fully open",2017-03-22,81,2017
"1138",28,"H3•","M. campbellii","1983-0456.01","First flower fully open",2017-04-05,95,2017
"1139",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","First flower fully open",2017-03-26,85,2017
"1140",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","First flower fully open",2017-04-16,106,2017
"1141",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","First flower fully open",2017-04-16,106,2017
"1142",44,"D6•","M. campbellii","1974-1054.01","First flower fully open",2017-03-26,85,2017
"1143",50,"D5•","M. campbellii","1978-0361.01","First flower fully open",2017-04-12,102,2017
"1144",53,"H7•","M. sprengeri 'Wakehurst'","1982-0952.01","First flower fully open",2017-04-16,106,2017
"1145",54,"F6•","M. 'Barbara Cook'","1981-0280.01","First flower fully open",2017-04-02,92,2017
"1146",63,"EB•","M. dawsoniana 'Clarke'","1979-0245.01","First flower fully open",2017-04-12,102,2017
"1147",66,"F2•","M. sargentiana 'Chyverton Dark'","1986-0225.01","First flower fully open",2017-04-16,106,2017
"1148",67,"E7•","M. campbellii","1979-0244.01","First flower fully open",2017-04-12,102,2017
"1149",71,"BC•","M. zenii","1986-0146.01","First flower fully open",2017-04-02,92,2017
"1150",73,"A2•","M. cylindrica","1982-0947.01","First flower fully open",2017-04-12,102,2017
"1151",75,"G6•","M. denudata 'Wada's Japanese Clone'","1992-0414.01","First flower fully open",2017-04-23,113,2017
"1152",76,"G6•","M. cylindrica","1992-0484.02","First flower fully open",2017-04-26,116,2017
"1153",78,"A6•","M. sprengeri 'Eric Savill'","1989-0617.01","First flower fully open",2017-03-26,85,2017
"1154",79,"F7•","M. cavaleriei var. platypetala","1996-0784.03","First flower fully open",2017-04-26,116,2017
"1155",82,"B7•","M. maudiae","2002-0460.01","First flower fully open",2017-04-26,116,2017
"1156",83,"E8•","M. conifera","1998-0507.02","First flower fully open",2017-07-02,183,2017
"1157",2,"AC•","M. sprengeri 'Diva'","1982-0954.03","Peak bloom",2017-04-19,109,2017
"1158",3,"A5•","M. sargentiana 'Blood Moon'","1986-0338.01","Peak bloom",2017-04-05,95,2017
"1159",6,"AL•","M. campbellii 'Borde Hill'","1982-0946.03","Peak bloom",2017-04-05,95,2017
"1160",7,"AE•","M. campbellii 'Lanarth'","1984-0567.01","Peak bloom",2017-04-05,95,2017
"1161",14,"C7•","M. sargentiana","1988-0065.01","Peak bloom",2017-04-12,102,2017
"1162",16,"B4•","M. dawsoniana 'Chyverton Red'","1978-0362.01","Peak bloom",2017-04-19,109,2017
"1163",20,"C9•","M. stellata","1972-0218.01","Peak bloom",2017-04-23,113,2017
"1164",22,"DB•","M. sprengeri","1980-0041.01","Peak bloom",2017-04-16,106,2017
"1165",27,"H3•","M. campbellii","1982-0939.06","Peak bloom",2017-04-02,92,2017
"1166",28,"H3•","M. campbellii","1983-0456.01","Peak bloom",2017-04-12,102,2017
"1167",29,"H3•","M. campbellii (Alba Group) 'Ethel Hillier'","1983-0457.01","Peak bloom",2017-04-05,95,2017
"1168",34,"D2•","M. sprengeri 'Claret Cup'","1982-0953.01","Peak bloom",2017-04-19,109,2017
"1169",38,"D2•","M. sargentiana","1982-1437.04","Peak bloom",2017-04-02,92,2017
"1170",39,"CA•","M. denudata 'Forrest's Pink'","1982-0949.01","Peak bloom",2017-04-19,109,2017
"1171",44,"D6•","M. campbellii","1974-1054.01","Peak bloom",2017-04-02,92,2017
"1172",50,"D5•","M. campbellii","1978-0361.01","Peak bloom",2017-04-16,106,2017
